260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456378	247
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456379	333
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456392	23
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456393	2628
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456394	836
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456396	17
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr1	1967881
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr2	1995855
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr3	1480096
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr4	1671827
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr5	1631615
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr6	1632358
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr7	1441341
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr8	1352560
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr9	1497528
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrM	15183
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	phage_Xp12	0
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrX	795569
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrY	2307
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrX_GL456233_random	785
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456360	77
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456366	98
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456367	354
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456368	119
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456381	1122
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr5_JH584297_random	483
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456382	100
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456383	1
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456385	59
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr5_JH584296_random	416
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456387	1860
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	phage_T4	0
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456389	22
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr5_JH584299_random	2424
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr5_JH584298_random	314
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrY_JH584300_random	0
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	phage_lambda	767
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr5_GL456354_random	478
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr10	1180254
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr11	1396400
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr12	1261288
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr13	1094533
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrY_JH584302_random	2
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr14	1253997
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrUn_GL456239	2417
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr15	1106495
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr16	1005704
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr17	946557
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrY_JH584301_random	2
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr18	938991
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr19	576029
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr7_GL456219_random	157
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chrY_JH584303_random	0
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr4_GL456216_random	343
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr4_JH584293_random	897
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr1_GL456211_random	2983
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr4_JH584292_random	147
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr1_GL456210_random	2046
260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3	chr4_JH584295_random	7
