260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456378	243
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456379	134
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456392	19
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456393	3468
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456394	752
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456396	0
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr1	1637467
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr2	1666492
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr3	1211032
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr4	1404805
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr5	1378730
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr6	1346476
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr7	1251477
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr8	1160911
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr9	1258239
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrM	11081
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	phage_Xp12	0
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrX	382976
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrY	149676
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrX_GL456233_random	311
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456360	75
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456366	93
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456367	91
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456368	73
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456381	1072
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr5_JH584297_random	546
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456382	34
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456383	2
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456385	67
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr5_JH584296_random	498
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456387	2428
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	phage_T4	0
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrUn_GL456389	14
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr5_JH584299_random	2659
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr5_JH584298_random	469
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrY_JH584300_random	278
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	phage_lambda	964
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr5_GL456354_random	562
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr10	998492
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr11	1201635
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr12	1060088
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chr13	937546
260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1	chrY_JH584302_random	171
