260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456378	728
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456379	463
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456392	50
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456393	9511
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456394	1956
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456396	23
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr1	6456112
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr2	6388622
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr3	4881504
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr4	5348911
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr5	5015904
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr6	5192458
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr7	4446290
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr8	4372192
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr9	4648626
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrM	32833
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	phage_Xp12	0
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrX	1507031
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrY	496952
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrX_GL456233_random	1089
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456360	215
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456366	372
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456367	583
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456368	325
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456381	3061
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr5_JH584297_random	1615
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456382	147
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456383	1
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456385	176
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr5_JH584296_random	1554
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456387	6826
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	phage_T4	0
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456389	38
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr5_JH584299_random	8710
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr5_JH584298_random	1295
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrY_JH584300_random	954
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	phage_lambda	1467
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr5_GL456354_random	1743
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr10	4063334
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr11	4261953
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr12	4006427
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr13	3607396
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrY_JH584302_random	607
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr14	4030257
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrUn_GL456239	8099
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr15	3613073
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr16	3401453
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr17	2953623
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrY_JH584301_random	1217
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr18	3118095
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr19	1805503
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr7_GL456219_random	445
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chrY_JH584303_random	827
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr4_GL456216_random	1650
260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6	chr4_JH584293_random	2358
