260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456378	583
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456379	727
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456392	41
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456393	6002
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456394	1914
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456396	17
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr1	4743232
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr2	4661763
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr3	3628619
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr4	3874739
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr5	3605008
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr6	3826482
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr7	3207906
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr8	3159596
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr9	3377170
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrM	29161
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	phage_Xp12	0
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrX	1826088
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrY	5547
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrX_GL456233_random	1645
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456360	158
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456366	237
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456367	705
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456368	172
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456381	3010
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr5_JH584297_random	1107
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456382	197
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456383	5
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456385	144
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr5_JH584296_random	1046
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456387	4309
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	phage_T4	0
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456389	16
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr5_JH584299_random	6069
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr5_JH584298_random	881
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrY_JH584300_random	0
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	phage_lambda	1609
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr5_GL456354_random	1420
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr10	2978931
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr11	3054358
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr12	2924841
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr13	2598612
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrY_JH584302_random	1
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr14	2969164
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chrUn_GL456239	5218
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr15	2630282
260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4	chr16	2518354
