read,position,Ia_a,Ia_t,Ia_c,Ia_g,It_a,It_t,It_c,It_g,Ic_a,Ic_t,Ic_c,Ic_g,Ig_a,Ig_t,Ig_c,Ig_g,Ca_a,Ca_t,Ca_c,Ca_g,Ct_a,Ct_t,Ct_c,Ct_g,Cc_a,Cc_t,Cc_c,Cc_g,Cg_a,Cg_t,Cg_c,Cg_g,Na_a,Na_t,Na_c,Na_g,Nt_a,Nt_t,Nt_c,Nt_g,Nc_a,Nc_t,Nc_c,Nc_g,Ng_a,Ng_t,Ng_c,Ng_g,cIa_a,cIa_t,cIa_c,cIa_g,cIt_a,cIt_t,cIt_c,cIt_g,cIc_a,cIc_t,cIc_c,cIc_g,cIg_a,cIg_t,cIg_c,cIg_g,cCa_a,cCa_t,cCa_c,cCa_g,cCt_a,cCt_t,cCt_c,cCt_g,cCc_a,cCc_t,cCc_c,cCc_g,cCg_a,cCg_t,cCg_c,cCg_g
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156891,42,12,43,35,131284,31,26,21,59376,1936,7,24,33,2,76890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144075,33,5,24,22,141533,35,28,15,61650,2456,10,24,43,3,80792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146305,25,7,27,17,136986,31,10,9,65496,2520,3,10,24,0,79883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139217,26,7,18,12,132161,31,13,13,70373,2610,5,14,25,1,87089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142646,17,8,34,9,129226,22,21,7,71833,2581,7,6,23,2,85365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141402,14,8,22,11,130085,23,2,8,72736,2634,3,6,21,1,85085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142887,12,16,24,8,130821,24,4,6,71371,2448,2,5,12,0,84430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139266,2,21,17,2,134143,40,2,4,75203,2547,5,12,21,0,80951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141766,7,12,24,2,132770,32,4,6,73730,2519,4,7,18,2,81282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142408,5,21,19,3,133222,30,3,6,73063,2463,1,6,13,0,81226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
