sub_analysis	RS1	RS2	n_region_a	n_region_b	observed_overlaps	expected_overlaps	sd_permuted	z_score	norm_zscore	perm_p_value	perm_adj_p_value	observed_over_expected	contrast_against	n_query	n_query_with_target	pct_query_with_target	n_contrast	n_contrast_with_target	pct_contrast_with_target	fisher_or	fisher_ci_low	fisher_ci_high	fisher_p	concordance	test_id	perm_stars	fisher_stars
40_02b  ATAC x body states	ATAC Down	Active	3744	6566	1662	645.259	25.4501446159387	39.9503	0.652908202800916	0.0001999600079984	2e-04	2.57570990873432	ATAC Up	3744	1608	42.9487179487179	7618	1684	22.1055395116829	2.65242200573467	2.43578784917177	2.88889214240576	8.63159256341543e-114	Confirmed	ATAC Down x Active	***	***
40_02b  ATAC x body states	ATAC Down	Mixed	3744	520	378	166.192	13.1256844666685	16.1369	0.263725538425947	0.0001999600079984	2e-04	2.27447771252527	ATAC Up	3744	376	10.042735042735	7618	704	9.24127067471777	1.0963967270361	0.958310397454443	1.25297832315898	0.173564944929373	Strengthened	ATAC Down x Mixed	***	ns
40_02b  ATAC x body states	ATAC Down	Polycomb	3744	3324	107	353.3866	17.9879808186129	-13.6973	-0.223855128152354	0.0001999600079984	2e-04	0.302784542481237	ATAC Up	3744	105	2.80448717948718	7618	1923	25.2428458913101	0.0854342579940135	0.0692198777036049	0.104560961961625	1.89828613666284e-239	Confirmed	ATAC Down x Polycomb	***	***
40_02b  ATAC x body states	ATAC Down	Unmarked	3744	5210	2	116.596	10.762227887841	-10.648	-0.174020383912615	0.0001999600079984	2e-04	0.0171532471096779	ATAC Up	3744	2	0.0534188034188034	7618	41	0.538199002362825	0.0987826294053123	0.0115569066744482	0.380683222552282	1.17343887042534e-05	Confirmed	ATAC Down x Unmarked	***	***
40_02b  ATAC x body states	ATAC Down	Enhancer_Marked	3744	5477	185	255.302	15.6578871462908	-4.4899	-0.0733784862630777	0.0001999600079984	2e-04	0.724632004449632	ATAC Up	3744	183	4.88782051282051	7618	461	6.05145707534786	0.797817448862556	0.665381471836446	0.953565873616371	0.0122485473338493	Confirmed	ATAC Down x Enhancer_Marked	***	*
40_02b  ATAC x body states	ATAC Up	Polycomb	7618	3324	1953	718.2108	25.8222640607721	47.8188	0.547870844020274	0.0001999600079984	2e-04	2.719257354526	ATAC Down	7618	1923	25.2428458913101	3744	105	2.80448717948718	11.7049064799049	9.56379877575157	14.4467172317458	1.89828613666284e-239	Confirmed	ATAC Up x Polycomb	***	***
40_02b  ATAC x body states	ATAC Up	Mixed	7618	520	722	338.4084	18.2101161749787	21.0648	0.241344194231521	0.0001999600079984	2e-04	2.13351678031633	ATAC Down	7618	704	9.24127067471777	3744	376	10.042735042735	0.912078607442864	0.7980984040321	1.04350323512747	0.173564944929373	Strengthened	ATAC Up x Mixed	***	ns
40_02b  ATAC x body states	ATAC Up	Unmarked	7618	5210	41	237.256	15.1937037527637	-12.9169	-0.147991854775224	0.0001999600079984	2e-04	0.172809117577638	ATAC Down	7618	41	0.538199002362825	3744	2	0.0534188034188034	10.1232373142947	2.62685598092693	86.5283443199341	1.17343887042534e-05	Confirmed	ATAC Up x Unmarked	***	***
40_02b  ATAC x body states	ATAC Up	Active	7618	6566	1728	1312.9708	37.0000884954311	11.217	0.128515714684923	0.0001999600079984	2e-04	1.31609933747194	ATAC Down	7618	1684	22.1055395116829	3744	1608	42.9487179487179	0.37701391326039	0.346153456309808	0.410544785474656	8.63159256341543e-114	Confirmed	ATAC Up x Active	***	***
40_02b  ATAC x body states	ATAC Up	Enhancer_Marked	7618	5477	470	520.5354	22.6324190514055	-2.2329	-0.0255828420540221	0.0167966406718656	0.0168	0.902916497129686	ATAC Down	7618	461	6.05145707534786	3744	183	4.88782051282051	1.25341956537262	1.04869524766813	1.50289727370979	0.0122485473338493	Confirmed	ATAC Up x Enhancer_Marked	*	*
