"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045211","postsynaptic membrane","78/1405","406/28829",0.192118226600985,3.94204722753011,13.5131848603944,1.12536473061882e-25,6.57213002681391e-23,5.12929398271526e-23,"Adcy1/Adgrb3/Adgrl2/Adgrl3/Adra1a/Ank3/Asic1/Cadm1/Cadps2/Cdh2/Chrm3/Chrnb4/Clmp/Clstn2/Cntn1/Ctnna2/Dgkb/Dgki/Dlg2/Dlgap1/Dmd/Efnb2/Epha4/Erbb4/Flrt3/Gabrb1/Gabrb2/Gabrg2/Gabrr2/Gnb5/Gphn/Gpr158/Grid2/Grik2/Grin2a/Grm7/Hcn1/Il1rapl1/Itgb3/Kcnd2/Kcnh1/Kcnma1/Kcnn2/Kctd16/Kctd8/Lrrc4c/Lrrc7/Lrrtm3/Lrrtm4/Lzts1/Magi2/Marcks/Nbea/Ncam1/Nectin3/Nlgn1/Ntrk3/Oprm1/Ptpro/Ptprt/Ptprz1/Rgs7bp/Robo2/Sema4d/Slc8a1/Slitrk1/Slitrk2/Slitrk3/Sorcs3/Sspn/Syndig1/Syne1/Syt1/Tacr1/Tenm2/Tiam1/Tmem108/Utrn",78
"GO:0032279","asymmetric synapse","76/1405","487/28829",0.15605749486653,3.20212207794106,11.0935525132377,2.17232377352166e-19,6.34318541868324e-17,4.95061154702567e-17,"Adcy1/Adcy8/Add3/Adgrb3/Ank3/Asic1/Atp1a1/Cadm1/Cdh2/Chrm3/Clstn2/Cntnap2/Ctnna2/Dclk1/Dgkb/Dgki/Dlg2/Dlgap1/Dlgap2/Dmd/Efnb2/Epha4/Erbb4/Exoc4/Flrt3/Gap43/Gphn/Gpr158/Grid2/Grik2/Grin2a/Grk3/Grm7/Il1rapl1/Kalrn/Kcnh1/Lrp4/Lrrc4c/Lrrc7/Lrrtm3/Lrrtm4/Lzts1/Magi2/Map1b/Map3k7/Mgll/Mpdz/Nectin3/Nlgn1/Nr3c1/Pde4b/Pja2/Plcb4/Prkn/Psd3/Ptpro/Ptprt/Ptprz1/Rapgef4/Rgs7bp/Rims1/Robo2/Rps6kc1/Sema3a/Slc8a1/Slitrk1/Slitrk3/Sorcs3/Spock1/Syn2/Syndig1/Syt1/Tanc1/Tiam1/Tmem108/Wwc1",76
"GO:0014069","postsynaptic density","72/1405","463/28829",0.155507559395248,3.1908380283314,10.7567663588201,2.39455840083382e-18,4.66140702028983e-16,3.63804837740717e-16,"Adcy1/Adcy8/Add3/Adgrb3/Ank3/Asic1/Atp1a1/Cadm1/Cdh2/Chrm3/Clstn2/Ctnna2/Dclk1/Dgkb/Dgki/Dlg2/Dlgap1/Dlgap2/Dmd/Efnb2/Epha4/Erbb4/Exoc4/Flrt3/Gap43/Gphn/Gpr158/Grid2/Grik2/Grin2a/Grk3/Il1rapl1/Kalrn/Kcnh1/Lrp4/Lrrc4c/Lrrc7/Lrrtm3/Lrrtm4/Lzts1/Magi2/Map1b/Map3k7/Mpdz/Nectin3/Nlgn1/Nr3c1/Pde4b/Pja2/Plcb4/Prkn/Psd3/Ptpro/Ptprt/Ptprz1/Rapgef4/Rgs7bp/Rims1/Robo2/Rps6kc1/Slc8a1/Slitrk1/Slitrk3/Sorcs3/Spock1/Syn2/Syndig1/Syt1/Tanc1/Tiam1/Tmem108/Wwc1",72
"GO:0099634","postsynaptic specialization membrane","41/1405","200/28829",0.205,4.2063665480427,10.2992380470193,3.89456074100592e-15,5.68605868186864e-13,4.43774947593569e-13,"Adcy1/Adgrb3/Asic1/Cdh2/Chrm3/Chrnb4/Clstn2/Dgkb/Dgki/Dlg2/Efnb2/Epha4/Erbb4/Gabrb1/Gabrb2/Gabrg2/Gpr158/Grid2/Grik2/Grin2a/Il1rapl1/Kcnd2/Kcnh1/Lrrc4c/Lrrc7/Lrrtm3/Lrrtm4/Lzts1/Nectin3/Nlgn1/Ptpro/Ptprt/Ptprz1/Rgs7bp/Robo2/Slitrk1/Slitrk3/Sorcs3/Syndig1/Tiam1/Tmem108",41
"GO:0098982","GABA-ergic synapse","36/1405","172/28829",0.209302325581395,4.29464536952744,9.80928956737568,9.43192953626927e-14,1.10164936983625e-11,8.59794839832546e-12,"Adra1a/Atp2b1/Cacna2d3/Calb1/Cdh13/Cnr1/Cntn5/Dmd/Efna5/Epha3/Erbb4/Erc2/Gabrb1/Gabrb2/Gabrg2/Gabrr2/Gap43/Gphn/Grm7/Kcnd2/Lamp5/Lrrtm4/Magi2/Mdga2/Nbea/Nrxn3/Nxph1/Oprm1/Pik3c3/Plcb1/Ptpro/Rims1/Sema4d/Slitrk1/Slitrk2/Slitrk3",36
"GO:0098839","postsynaptic density membrane","34/1405","158/28829",0.215189873417722,4.41545114644804,9.74395387580274,1.95816203409816e-13,1.66532810307929e-11,1.29972434865417e-11,"Adcy1/Adgrb3/Asic1/Chrm3/Clstn2/Dgkb/Dgki/Dlg2/Efnb2/Epha4/Erbb4/Gpr158/Grid2/Grik2/Grin2a/Il1rapl1/Kcnh1/Lrrc4c/Lrrc7/Lrrtm3/Lrrtm4/Lzts1/Nectin3/Ptpro/Ptprt/Ptprz1/Rgs7bp/Robo2/Slitrk1/Slitrk3/Sorcs3/Syndig1/Tiam1/Tmem108",34
"GO:0042734","presynaptic membrane","46/1405","274/28829",0.167883211678832,3.44477231992103,9.20349196779052,1.99611245232107e-13,1.66532810307929e-11,1.29972434865417e-11,"Adcy8/Adra1a/Atp2b1/Cacna1d/Cacna2d3/Cadm1/Cadm3/Cadps2/Cdh2/Chrm3/Cnr1/Cntn1/Cntn5/Cntn6/Cntnap2/Ctnna2/Dgki/Efnb2/Epha4/Erbb4/Erc2/Gabrb1/Gabrb2/Gnb5/Gpr158/Grik2/Grin2a/Grm7/Hcn1/Kcnh1/Kcnj3/Kcnj6/Kcnma1/Kctd16/Kctd8/Marcks/Ncam1/Nrxn3/Ntng1/Oprm1/Ppfia2/Ptprd/Rgs7bp/Rims1/Snap25/Syt1",46
"GO:0005912","adherens junction","32/1405","176/28829",0.181818181818182,3.73070203817535,8.22480513315783,1.09537769661969e-10,7.99625718532371e-09,6.24077029784637e-09,"Ahi1/Cdh11/Cdh13/Cdh18/Cdh2/Cdh20/Cdh4/Cdh6/Cdh7/Cdh8/Ctnna2/Ctnna3/Dsc2/Efna5/Efnb2/Epha4/Epha5/Fer/Frmd4b/Hmcn1/Lama3/Lmo7/Lrrc7/Lyn/Magi1/Ndrg1/Nectin3/Nphp1/Pard3/Ptprm/Sdcbp/Tmem47",32
"GO:0060076","excitatory synapse","24/1405","105/28829",0.228571428571429,4.69002541942044,8.57396225095384,1.78144575722104e-10,1.15596035801898e-08,9.02182471200829e-09,"Adcy8/Adgrb3/Cadm3/Cadps2/Calb2/Cntn6/Cntnap2/Ctnna2/Dgki/Gnb5/Grid2/Grin2a/Kcnh1/Kcnj3/Kcnj6/Mgll/Nlgn1/Ntm/Pde4b/Plcb4/Rapgef4/Sema3a/Syndig1/Syt1",24
"GO:0044309","neuron spine","37/1405","248/28829",0.149193548387097,3.06128171277695,7.37911875131838,1.39074739720603e-09,8.12196479968319e-08,6.3388802420022e-08,"Asap1/Asic1/Atp2b1/Calb1/Cald1/Cntnap2/Dgki/Dlgap2/Eea1/Epha4/Gabrb2/Grid2/Grin2a/Grk3/Kcnd2/Kcnn2/Lama2/Lrrc7/Lzts1/Map1b/Marcks/Nlgn1/Nr3c1/Oprm1/Pde4b/Ppfia2/Ppp3ca/Ptpro/Ptprz1/Rapgef4/Rgs7bp/Slc1a3/Slc8a1/Syndig1/Tenm2/Tiam1/Zfp804a",37
