chr1	180459686	180460082
chr1	76483756	76484777
chr1	190591140	190592520
chr1	131763874	131764722
chr1	170644223	170645058
chr1	92638066	92639417
chr1	136943256	136944347
chr1	57406202	57407133
chr1	20804738	20805886
chr1	190177979	190178614
chr1	194025320	194026437
chr1	133345196	133346904
chr1	154822411	154823969
chr1	74782161	74783357
chr1	170394661	170396077
chr1	129511229	129512575
chr1	172570914	172572319
chr1	6380388	6381882
chr1	193588856	193590129
chr1	135750793	135752039
chr1	68843682	68844287
chr1	87046738	87047708
chr1	152616713	152618113
chr1	120032901	120033710
chr1	64406715	64407571
chr1	133422895	133424366
chr1	84426102	84426886
chr1	134082596	134083617
chr1	35936469	35937016
chr1	6733018	6733723
chr1	10231704	10233415
chr1	73116294	73117330
chr1	89487463	89488892
chr1	67000855	67002713
chr1	36580271	36581104
chr1	93144019	93145323
chr1	180228927	180230216
chr1	22991015	22991475
chr1	109490054	109491061
chr1	92473283	92474364
chr1	191312252	191313413
chr1	106035067	106036426
chr1	76717217	76718924
chr1	126463169	126463662
chr1	132628760	132630504
chr1	154181124	154182766
chr1	93376169	93377798
chr1	13317812	13318874
chr1	185862775	185864193
chr1	165662684	165664075
chr1	172555799	172557204
chr1	161070372	161071704
chr1	91434388	91435711
chr1	61379299	61380723
chr1	133820847	133822172
chr1	79437824	79439762
chr1	166251963	166253175
chr1	129272117	129273194
chr1	133086767	133087788
chr1	178967468	178968817
chr1	88780131	88781095
chr1	168318291	168320221
chr1	189769010	189770131
chr1	172147829	172149031
chr1	133068729	133070151
chr1	89624489	89625448
chr1	195004999	195006678
chr1	76980614	76982448
chr1	159817954	159819746
chr1	135827292	135828337
chr1	185203656	185204667
chr1	28211190	28211584
chr1	152515244	152516825
chr1	34200291	34201728
chr1	120924141	120926123
chr1	165857411	165858611
chr1	179073268	179074479
chr1	138847822	138849069
chr1	190505306	190507267
chr1	178724007	178725851
chr1	121177136	121178702
chr1	155524413	155525224
chr1	193296152	193297337
chr1	138564422	138565580
chr1	190969780	190970605
chr1	118841427	118842568
chr1	189586988	189588442
chr1	170666062	170667374
chr1	159656579	159658030
chr1	73616080	73617137
chr1	192380538	192381285
chr1	89419126	89420224
chr1	172221001	172221851
chr1	3671775	3672584
chr1	54772993	54774899
chr1	133303167	133303897
chr1	126735544	126736736
chr1	157117684	157119382
