"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","over_represented_padj"
"GO:1904606",0.000758709489612233,1,2,2,"fat cell apoptotic process","BP",1
"GO:0005576",0.00128062890807893,0.999191245572916,76,817,"extracellular region","CC",1
"GO:1900745",0.00289195640336304,0.999625797337014,5,19,"positive regulation of p38MAPK cascade","BP",1
"GO:0042073",0.00330171384145159,0.999569866032856,5,17,"intraciliary transport","BP",1
"GO:0050870",0.00352808704110083,0.998835790722845,12,94,"positive regulation of T cell activation","BP",1
"GO:0002228",0.00397181180013179,0.999440321503746,5,20,"natural killer cell mediated immunity","BP",1
"GO:0097728",0.00514474810187783,0.999843416684142,3,4,"9+0 motile cilium","CC",1
"GO:0004031",0.00518526809963091,1,2,2,"aldehyde oxidase activity","MF",1
"GO:0016623",0.00518526809963091,1,2,2,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor","MF",1
"GO:0005372",0.00600273770757114,0.999834572244584,2,6,"water transmembrane transporter activity","MF",1
"GO:0060666",0.00648665675874095,0.999784522887255,3,4,"dichotomous subdivision of terminal units involved in salivary gland branching","BP",1
"GO:0031946",0.00674279435681016,0.999543923277518,3,8,"regulation of glucocorticoid biosynthetic process","BP",1
"GO:0031943",0.00731637031862926,0.99946695836632,3,9,"regulation of glucocorticoid metabolic process","BP",1
"GO:0015112",0.00762399723500536,1,1,1,"nitrate transmembrane transporter activity","MF",1
"GO:0015706",0.00762399723500536,1,1,1,"nitrate transmembrane transport","BP",1
"GO:1902025",0.00762399723500536,1,1,1,"nitrate import","BP",1
"GO:0001956",0.00810894587259633,0.998474799733178,6,17,"positive regulation of neurotransmitter secretion","BP",1
"GO:1904478",0.00820148810472959,0.999734131663914,2,6,"regulation of intestinal absorption","BP",1
"GO:0016925",0.00855779683265838,0.998909671090302,4,15,"protein sumoylation","BP",1
"GO:0004850",0.0086908526102885,1,2,2,"uridine phosphorylase activity","MF",1
"GO:0006218",0.0086908526102885,1,2,2,"uridine catabolic process","BP",1
"GO:0016154",0.0086908526102885,1,2,2,"pyrimidine-nucleoside phosphorylase activity","MF",1
"GO:0046108",0.0086908526102885,1,2,2,"uridine metabolic process","BP",1
"GO:0047847",0.0086908526102885,1,2,2,"deoxyuridine phosphorylase activity","MF",1
"GO:0045638",0.0087093574479602,0.997601605014752,8,43,"negative regulation of myeloid cell differentiation","BP",1
"GO:0051590",0.00927656701453498,0.997891188466556,7,21,"positive regulation of neurotransmitter transport","BP",1
"GO:1990264",0.0104128014170878,0.999001521870073,4,7,"peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","BP",1
"GO:1903039",0.0105023955511544,0.995984388212619,12,104,"positive regulation of leukocyte cell-cell adhesion","BP",1
"GO:0042267",0.010533700788965,0.998523077029402,4,18,"natural killer cell mediated cytotoxicity","BP",1
"GO:0001909",0.0109674463985006,0.997864559097432,5,37,"leukocyte mediated cytotoxicity","BP",1
"GO:0097485",0.0111753021552997,0.993870303991312,29,177,"neuron projection guidance","BP",1
"GO:0003017",0.0112493412388154,1,2,2,"lymph circulation","BP",1
"GO:0014839",0.011833612048648,1,1,1,"myoblast migration involved in skeletal muscle regeneration","BP",1
"GO:2000818",0.011833612048648,1,1,1,"negative regulation of myoblast proliferation","BP",1
"GO:0050659",0.0132823764985456,1,2,2,"N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity","MF",1
"GO:0042149",0.0140543755848761,0.997873938202484,4,17,"cellular response to glucose starvation","BP",1
"GO:0004693",0.014161029914466,0.998019383272598,4,12,"cyclin-dependent protein serine/threonine kinase activity","MF",1
"GO:0097472",0.014161029914466,0.998019383272598,4,12,"cyclin-dependent protein kinase activity","MF",1
"GO:0045582",0.0143068596189945,0.9960122478192,7,49,"positive regulation of T cell differentiation","BP",1
"GO:0002302",0.0143539449529623,1,1,1,"CD8-positive, alpha-beta T cell differentiation involved in immune response","BP",1
"GO:0043094",0.0144237757773081,0.997800995322607,4,17,"metabolic compound salvage","BP",1
"GO:0006704",0.0148688132184185,0.998505077872716,3,11,"glucocorticoid biosynthetic process","BP",1
"GO:0070831",0.0153652064245823,0.998788391824504,3,6,"basement membrane assembly","BP",1
"GO:0005930",0.0153861850305371,0.994910143111898,9,49,"axoneme","CC",1
"GO:0097014",0.0153861850305371,0.994910143111898,9,49,"ciliary plasm","CC",1
"GO:0008211",0.0156168643389785,0.99836825802758,3,12,"glucocorticoid metabolic process","BP",1
"GO:0019755",0.0163804955348865,0.9983337601511,3,10,"one-carbon compound transport","BP",1
"GO:0031944",0.016548330612869,0.999381226003453,2,4,"negative regulation of glucocorticoid metabolic process","BP",1
"GO:0031947",0.016548330612869,0.999381226003453,2,4,"negative regulation of glucocorticoid biosynthetic process","BP",1
"GO:0090032",0.016548330612869,0.999381226003453,2,4,"negative regulation of steroid hormone biosynthetic process","BP",1
"GO:0030544",0.0167802311650746,0.996653306317097,5,19,"Hsp70 protein binding","MF",1
"GO:0007585",0.0169720510480838,0.99470478648687,8,45,"respiratory gaseous exchange by respiratory system","BP",1
"GO:0003351",0.0172665257049422,0.996712097520285,5,15,"epithelial cilium movement involved in extracellular fluid movement","BP",1
"GO:0003406",0.0179032541438607,0.999501406718904,2,3,"retinal pigment epithelium development","BP",1
"GO:0070091",0.0185834593682165,0.999072449838907,2,6,"glucagon secretion","BP",1
"GO:0070092",0.0185834593682165,0.999072449838907,2,6,"regulation of glucagon secretion","BP",1
"GO:0007411",0.0188723095942903,0.989280099471859,28,176,"axon guidance","BP",1
"GO:0046131",0.0194657566771694,0.999432632287692,2,3,"pyrimidine ribonucleoside metabolic process","BP",1
"GO:0046133",0.0194657566771694,0.999432632287692,2,3,"pyrimidine ribonucleoside catabolic process","BP",1
"GO:0002331",0.0195243771152743,1,1,1,"pre-B cell allelic exclusion","BP",1
"GO:0097519",0.0195243771152743,1,1,1,"DNA recombinase complex","CC",1
"GO:1905347",0.0195243771152743,1,1,1,"endodeoxyribonuclease complex","CC",1
